date,name,age,city,state,description,link
2014-08-18,Paul Joshua,31,Carpentersville,Illinois,"Two Carpentersville police officers suspected Paul was operating the vehicle with a revoked driver's license and was wanted on an outstanding arrest warrant for previous traffic violations when they pulled him over. Officers describe a ""brief struggle"" and Paul was taken to Sherman Hospital for treatment of a chin laceration. Medical personnel then told officers that Paul required medical attention beyond treatment for the cut on his chin police said. Paul's condition deteriorated at the hospital where he died several hours later. As of August 25 the officers are not identified and Kane County Coroner Rob Russell has completed an autopsy but has declined to release the results. [77] [78]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-19,Ellis David,29,Philadelphia,Pennsylvania,Man killed in police shoot out. Officer Steve Korpalski a 14-year-veteran grazed in the left side of his head by a bullet. [64],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-19,Guy Miranda,28,Harriman,Tennessee,"Harriman Police Lt. Dan Schneider and Roane County Deputy Chris White shot and killed Guy saying later she was a burglary suspect. Ninth Judicial District Attorney General Russell Johnson called the shooting ""justified"" two days later. [65] [66]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-19,Cole-Garrit Darius,21,Chicago,Illinois,A man on a bike was fatally shot by police on the Far South Side after he aimed a gun at officers authorities said. [67],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-19,Godinez Maria Fernada,22,Orlando,Florida,A suspect (Kody Roach [68] ) and officers engaged in a shootout outside a bar in downtown Orlando. The suspect and a police officer suffered injuries. An innocent bystander woman (Godinez) was struck by an officer's bullet and died. [69],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-19,Leichardt Chad,40,Haysville,Kansas,A man was fatally shot by police after officers arrived at an apartment complex responding to a domestic disturbance. Reportedly Leichardt was wielding a knife and refused police commands to drop it. [70],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-19,Powell Kajieme,25,St. Louis,Missouri,"A 25-year-old man with a knife was shot by two officers. The man was reported saying that he wanted to die; family report he was ""mentally challenged"". The shooting took place three miles away from the site of the shooting of Michael Brown in Ferguson and occurred during Ferguson unrest. [71]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-20,Friedman Darren,45,Ellicott City,Maryland,Officer Daniel Young and Officer Lara Bradshaw responded to a suicide in progress call shot and killed Friedman in his bedroom. [62],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-20,Williams Arvel Douglas,30,Perry Hall,Maryland,"Harford County sheriff's deputies used Tasers on 30-year-old Arvel Douglas Williams ""in an effort to safely place [him] under arrest"" Baltimore County Police said Thursday. Police did not say how many deputies used Tasers or how many times Williams was stunned. [63]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-22,Woodard Vernicia,26,Atlanta,Georgia,Atlanta officer Tahreem Zeus Rana 23 was arrested August 28 on the charges of murder arson and kidnapping. He was arrested attempting to get on a flight to Mexico. Police said Woodard was shot multiple times and set on fire in an apparent attempt to destroy evidence. [58] [59],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-22,Fowler James Matthew,31,Adairsville,Georgia,Lt. Fowler committed suicide by gun in his police vehicle. [60],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-22,Alvarado Alex,38,San Bernardino,California,"Officer Gabriel Garcia shot in the head during a ""protracted gun battle"" trainee returned fire and killed shooter [61]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-23,Ossorio Hernan Milton,61,Ellicott City,Maryland,Authorities said suicidal man had threatened to kill occupants of his home in Ellicott City and then confronted Police officers Russell DiAngelo and Susannah Raff with a knife. They shot and killed him. [54] [55],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-23,Paula Briant,26,Methuen,Massachusetts,Lowell police officer Eric Wayne was charged August 23 with motor vehicle homicide and drunken driving after a Briant Paula dead and his sister injured. [56],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-23,Brown Lamar Anthony,39,West Palm Beach,Florida,Responding to a complaint of a bike robbery police say Brown tussled with West Palm Beach police officer Jason Rafael Barquin deflected a Taser strike and opened fire at Barquin who shot and killed Brown. [57],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-24,Griffis Timothy,35,Lake City,Florida,"The police report said Griffis was acting strange and wouldn't come out of a shed saying he would kill Deputy Bradley Carpenter. ""After he failed to comply with the requests to come out he was eventually tased and taken into custody."" Handcuffed Griffis began having trouble breathing and then stopped altogether. Carpenter took the cuffs off and administered CPR but Griffis died later at a hospital. [45]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-24,McMilon Stephen Andrew,52,Medford,Oregon,"Police responded twice to calls second time contacting McMilon carrying a shotgun two handguns and a ""substantial"" amount of ammunition according to an agency press release. Four officers responded; McMilon menaced officers with a shotgun. Two minutes later he fired at least one round at an officer. Police shot back and killed him. [46]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-24,Jennings Joseph,18,Ottawa,Kansas,Jennings had just been released from a psychiatric hospital three hours before two Ottawa police officers shot and killed him. [47] [48],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-24,Herrera-Garcia Mauricio,39,Phoenix,Arizona,Herrera-Garcia left the scene of an auto accident and then fired several shots into the air when the accident victim tried to contact him. According to police Phoenix Police Department SWAT team members fatally shot him after he pointed a handgun at an officer as they tried to apprehend him. [49],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-24,McIntosh Roshad,19,Chicago,Illinois,A man was fatally shot in a police-involved shooting on the near west side August 24. Police recovered a 9 mm handgun at the scene. [50],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-24,Pittman Desean,17,Chicago,Illinois,Police on foot patrol say they saw Desean Pittman shoot and kill 22-year-old Amelio Johnson. A police officer fired and fatally struck Pittman police said. [51] [52] [53],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-25,Esquivel Guadalupe,51,Lubbock,Texas,Police say an officer responded to a report of Esquivel with a gun threatening to shoot a woman. The officer arrived and confronted him who then turned and appeared to reach for his gun. The officer fired several rounds striking and killing the man. The shots were fired within 15 seconds of the officer's first contact with Esquivel police said. [39],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-25,Crawford Joshua Matthew,29,Grand Junction,Colorado,Grand Junction Police Department received a call to remove Crawford from a home on Grand Avenue. Details on what led to the shooting have yet to be released. (8/27/2014) [40] [41],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-25,Matheny Randy,31,Dingess,West Virginia,Police say Randy Matheny was involved in an auto accident and fired a shot before police arrived then went home with his baby. Troopers say when they approached Matheny he lifted his gun and pointed it at troopers giving them no choice but to shoot him. [42],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-25,Douglas Steven,29,Dallas,Texas,Police responded to a domestic violence call on August 23. On the 25th Douglas chased down and rammed the car of his children’s mother and then took two children in his truck police say. Hours later officers chased him down and witnesses told investigators that he pointed a pistol at Officer Rogelio Moreno who shot and killed him. [43],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-25,Salazar Mark,22,Oklahoma City,Oklahoma,K-9 Sgt. Ryan Stark fatally shot a burglary suspect who stabbed a his dog after it was set to attack him. The dog later died. [44],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-26,Washington Cortez,32,Omaha,Nebraska,Restaurant robbery suspect Cortez Washington and COPS television show audio technician Bryce Dion were killed by police. [35] [36],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-26,Dion Bryce,38,Omaha,Nebraska,Restaurant robbery suspect Cortez Washington and COPS television show audio technician Bryce Dion were killed by police. [35] [36],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-26,Wesson Kerry,45,Lynwood,California,Wesson allegedly shot and wounded an unnamed Los Angeles County Sheriff’s detective in Lynwood. Wesson was later shot and killed by SWAT deputies when he exited his residence while holding a semiautomatic pistol. [37] [38],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-27,Rogers John,61,Bloomfield,New Mexico,"Police responded to a domestic dispute call and as they approached the house they say they heard shots fired. Police returned fire killing Rogers. His family says he was not armed the shooting was unprovoked and there was no ""dispute."" [31] [32]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-27,LeBlanc Freddie,48,Albany,Louisiana,"Deputies responded to a suicidal man with a gun. WAFB reports ""an incident ensued and the man was shot and killed by deputy rounds."" [33]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-27,Ramos Sergio,18,Dallas,Texas,"Police say Sergio Ramos shot and killed 25-year-old Joseph Roling during a robbery and car chase. An accomplice and witnesses took the car and Ramos left on foot. Off-duty Dallas police officer Jose Gamez followed the car stopped behind them ""and began asking questions."" Ramos got in the car. Seeing a gun in Ramos' pocket Gamez told him not to touch it. Ramos went for the gun and Gamez shot and killed him. [34]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-28,Villarreal Raymond,43,Corpus Christi,Texas,San Patricio County Sheriff's deputies responded to a call a man had a gun and was going to kill himself. According to a media report deputies found the man in a pickup in brush behind his house. The man seemed excited and agitated and at some point he got out of his vehicle with a pistol in his hand Sheriff Leroy Moody said. At some point he said the man fired a shot and deputies returned fire killing him. [21],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-28,Sharpe Mark Jeffery,54,Sutter County,California,Sutter County deputies responded to a request for help for an attempted suicide or assault. Police say they saw a woman and a man armed with a pistol inside the home. The man did not comply with orders to move away from the pistol so deputies fired a stun gun at the suspect. The suspect then charged at deputies who responded with gunfire. [22] [23],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-28,Havenor Chaz Michael,21,Ramsey,Minnesota,Police officers Jerad Dixon and Richard Webb shot and fatally wounded Havenor outside a day-care center after he pointed a gun at them said Anoka County Sheriff’s Cmdr. Paul Sommer. Havenor was shot as he ran away from a “suspicious vehicle” parked outside a daycare center. Sommer said workers at the center called police about the vehicle in which three men were sitting. When Dixon and Webb arrived Havenor ran from the car pointing a gun at them Sommer said. They fired on Havenor fatally wounding him. [24] [25] [26],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-28,Sellars Terry,31,Manatee,Florida,Mother called for help after her son attacked her with a telephone book and then choked her. Manatee County Sheriff Brad Steube described the scene “Before the three deputies got out of the car the son bolted out the front door with a very large samurai sword an charged at one of the deputies. [Sgt. Brady McCabe] in backing up fired several shots at the son.” [27] [28],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-28,Canas Guillermo,36,St. Paul,Minnesota,Police officer Joseph Sandquist shot and killed a man in a confrontation that one witness said involved the suspect throwing rocks punching an officer and charging at the cops. Police Chief Tom Smith explaining why the officer shot the man whose weapons were rocks said “You don’t have to always have a firearm or knife to hurt somebody.” [29] [30],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-29,Lewis Jeremy,33,Orlando,Florida,Orange County Sheriff Jerry Demings said Lewis pointed a gun at deputies who were serving a warrant at an Orlando apartment complex. At least two deputies shot Lewis several times outside the doorway and he died from his injuries. He was identified to media at the scene. [12],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-29,Wells Mark,,Eagleville,Pennsylvania,Police Officer Mark Wells was found seated in his own vehicle. Lower Providence Township Police Chief Francis Carroll said Wells shot himself with a department-issued handgun shortly after 2:30 p.m. Wells was working the day shift at the time. [13] [14],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-29,Lebak Erik Charles,32,Redding,California,When two Shasta County Sheriff's deputies responded to a call for help about a suicidal man they heard gunshots inside the home. A short time later a confrontation ensued between the man and two deputies and the man was shot and killed. Lebak was the son of retired Redding police captain Chuck Lebak officers said. [15] [16],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-29,Withers Jayson Matthew,26,Pendleton,Oregon,"A corrections officer at the Eastern Oregon Correctional Institution shot and killed Withers after he and another prisoner wouldn't stop attacking a third inmate. The guard fired ""to prevent imminent serious bodily injury to an inmate being assaulted."" The guard's name was not yet released. [17]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-29,O'Connell John,44,Littlefield,Arizona,Mohave County Sheriff's Office says deputies spotted a motorcycle traveling without a rear license plate. Deputies attempted to stop the rider who then abandoned his vehicle and ran into the desert. Deputies found him in some brush and used a Taser twice after he allegedly became combative. The suspect stopped breathing while being led in handcuffs to a patrol car. [18] [19],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-29,Garcia Enebelio,45,Guadalupe County,Texas,Guadalupe County Sheriff Arnold Zwicke said Enebelio Garcia of New Braunfels was shot and killed by deputies after reportedly trying to attack them with a carpenter’s hatchet. [20],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-30,Johnston Stephen,51,Seattle,Washington,According to Seattle Police a man had been firing a weapon outside of his home. When officers arrived the man with a weapon in hand retreated into the house but then came back out and fired on officers. Two officers with rifles returned fire. The wounded man crawled back into his house and died. As of 9/5/2014 SPD has not identified the victim. [10] [11],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-31,Burch Justin,21,Hattiesburg,Mississippi,"Responding to a domestic violence call the Marion County Sheriff's office says ""a deputy gave Burch numerous commands to drop a firearm but the situation escalated"" and the deputy shot and killed Burch. [1]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-31,Bingamen Royal Shawn,42,Reno,Nevada,According to media reports a chain of events triggered by a pharmacy robbery and a vehicle chase ended with Reno police fatally shooting a suspect. [2] [3],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-31,Garza José Walter,30,Laredo,Texas,The Laredo Police Department said they received a report of a man armed with a weapon at a truck stop. “The encounter resulted in an officer-involved shooting” according to the release which did not specify if more than one officer opened fire. Surveillance video from the truck stop a shows Garza after he was shot at by several officers over 80 times. A cousin said police shot Garza so many times he “had no face.” “He wouldn’t get aggressive he wouldn’t hurt anyone” cousin Andrea Martinez said. “He’s a good kid. “Why didn’t they shoot him in the leg or the arm or something? Not like that.” Garza had schizophrenia. [4] [5] [6],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-08-31,Turner Eugene,28,Kansas City,Kansas,Kansas Highway Patrol responded to reports of a man wandering the streets with a gun. KHP found an armed individual a block south of initial reports. Eugene Turner fired several shots at KHP who returned fire killing the suspect. [7] [8] [9],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_August_2014
2014-09-01,Castillo Jr Jesse,45,Henryetta,Oklahoma,The Oklahoma Bureau of Investigation says a red Dodge pickup truck was traveling the wrong way on I-40 west of Henryetta Oklahoma when Creek Nation Lighthorse and Henryetta police tried repeatedly to get the man to stop his truck. According to KJRH officials say a Light Horse officer eventually fired his weapon hitting the driver and sending the truck into a ditch. [95],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-02,Brown Kendrick,35,Cleveland,Ohio,Officers were dispatched to respond for a male who was shooting at another male. A Cleveland Police sergeant was the first to arrive and encountered a suspect who pointed a handgun at the sergeant. The sergeant ordered the suspect to drop the weapon which he did not. At this time the sergeant fired three times hitting the suspect. [92],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-02,Aceves Richard Ray,55,Phoenix,Arizona,Several residents reported hearing gunshots and when two officers arrived about 10:15 p.m. they said they heard a loud boom and approached a home where they believed it came from. As they approached the house someone at a house across the street started firing. Two officers positioned on the top of a house across the street fired and struck the suspect several times. [93],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-02,Kelley Mark,45,Tulsa,Oklahoma,Clarence Kelley called police when his brother stabbed himself in the neck with an 8-inch knife just before 4 a.m. after being involved in an argument with his wife. Tulsa police officers instructed Kelley to drop the knife after becoming concerned he would approach nearby businesses or pedestrians in the area. He was shot multiple times when he approached officers while still carrying the knife. Kelley was transported to St. John Medical Center where he was pronounced dead. Investigators have not determined whether Kelley died of gunshot wounds or the self-inflicted stab wounds. [94],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-03,Bowman James,42,Reno,Nevada,A multi-agency law enforcement team was conducting surveillance on a wanted subject who was possibly armed. During the operation 42-year-old James Luke Bowman presented a weapon at the officers and shots were fired. [89],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-03,Cifuentes Karen,19,Oklahoma City,Oklahoma,Karen Cifuentes 19 died after being shot about 6:15 p.m. near Melrose Lane and Rockwell Avenue after allegedly trying to hit a sergeant with her car according to police. [90],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-03,Henry Jr Ronald,58,Tucson,Arizona,TPD says they received two 911 calls referencing a suicidal subject at the home. When officers arrived they found the subject in the front yard armed with a handgun. Police say Henry then pointed the gun at officers. That's when police fired. [91],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-05,Howell Steven,23,Dayton,Tennessee,Authorities say a Rhea County sheriff’s deputy has fatally shot a man in the emergency room of the local hospital. The victim who was injured and arrested during a domestic violence incident took a weapon from one of the two deputies escorting him and the other deputy fired the fatal shot. [87],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-05,Owens Naim,22,New York,New York,Owens grazed officer John Hirschberger in the left thigh while fleeing cops according to police. During the pursuit cops shot Owens once in the upper back. He suffered complications during surgery and died from internal bleeding the sources said. [88],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-06,Davis Thomas,44,Honolulu,Hawaii,An unnamed patrol officer transporting two teenagers hit and killed Davis a man in a wheelchair. Police said Davis who friends describe as deaf was in a traffic lane. There are no streetlights or sidewalks where the accident happened. [85] [86],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-07,Carberry Thomas,50,Wilton Manors,Florida,"Police responded to a call of man who was threatening suicide and who also threatened to kill his two roommates and any police who tried to stop him. Before police arrived Carberry fired multiple rounds but it is not clear who he was shooting at. Police ordered Carberry to drop his weapon multiple times but he refused and responded ""do it! do it!"" [84]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-08,Oswald Michael,38,Charleston County,South Carolina,Charleston County Sheriff said man who used an AK-47 rifle to shoot and kill a deputy and injure two other deputies died after deputies returned fire. The shooting took the life of Deputy Joseph Matuskovic and injured Deputy Michael Ackerman who was also shot but is expected to recover. [78],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-08,Perkins Alphonse Edward,50,Los Angeles,California,Officers responded to a 2 AM domestic dispute. Perkins allegedly shot a gun and the officers responded killing Perkins. The officers were not immediately named. [79],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-08,Gonzales Benito,45,San Patricio County,Texas,Police say Gonzales drove his truck into the San Patricio County Sheriff's Office and started shooting. Deputies returned fire killing him. Family members say Gonzales was depressed after a recent diagnosis of colon cancer. [80] [81],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-08,Caraway Tyler,24,Austin,Texas,A suspect in a bank robbery investigation was shot and killed by police officers Monday night. [82],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-08,LeBlanc Christopher,40,Pineville,Louisiana,Police said LeBlanc allegedly charged at the officers with the weapon in hand and one of the officers drew his gun and fired multiple times. [83],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-09,Miller Robert,34,Radnor,Pennsylvania,Radnor Police Officer Robert “John” Miller died of a single self-inflicted gunshot wound. He was inside of his personal vehicle parked in the employee parking lot when he killed himself. [74],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-09,Brown Shawn,20,Atlantic City,New Jersey,Police responded to calls of multiple gun shots. Upon arrival police encountered Shawn Brown who was armed with a semi-automatic pistol and shot him. Police made no other details available. [75] [76],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-09,Roskelley Christopher,38,Ogden,Utah,One person is dead after an officer-involved shooting occurred in Ogden Tuesday afternoon according to Ogden police. [77],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-10,Hunt Darrien Nathaniel,22,Saratoga Springs,Utah,A 22-year-old Saratoga Springs man was allegedly armed with a samurai sword when fatally shot during a confrontation with officers. [73],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-11,Nicholas James,48,Houston,Texas,Harris County Sheriff's Office said 48-year-old James Earl Nicholas was killed after officers with a fugitive task force tracked him to an apartment complex. Authorities say he fired on the officers as they moved to arrest him. [70],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-11,Trujillo Inez,42,Duval County,Texas,An inmate who was without his medication died Duval County officials said. “He destroyed his medication during the altercation with his girlfriend” the official said. “He has several ailments.” Trujillo was moved to an isolated jail cell Tuesday after he was seen throwing up and coughing profusely. [71],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-11,Schroff Benjamin,37,St. George,Utah,Schroff was shot and killed by St. George Police officers after a hostages were taken during a bank robbery car and foot chase. Schroff's family released a poignant apology to the community the next day. [72],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-12,Jackson Elijah,33,Knoxville,Tennessee,Friday morning a deputy spotted Jackson who was wanted as a suspect for a stabbing in a Powell subdivision and tried to pull him over. Deputies say Jackson rammed three KCSO cars and tried to run over several officers when they shot at the vehicle. [68],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-12,Johnson Jeff,33,Abilene,Texas,Abilene police report they did a welfare check at Johnson's motel room and fond nothing wrong. Johnson slammed and shot through the door. He later jumped from a second story window and fled in a silver van. Police found him in a nearby cemetery. Johnson ran down a police dog then was shot and killed by unnamed officers. [69],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-13,Phillips James Bradley,43,Knoxville,Tennessee,A Pigeon Forge police officer shot and killed a man wanted for questioning in connection to the murder of a Knoxville man. [64],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-13,Gibbons Jesse,29,Lexington,Kentucky,Kentucky State Police say Gibbons died after being taken to the hospital with multiple gunshot wounds. Police say Gibbons assaulted a police officer then took his Taser and left the scene starting a police chase. Witnesses say they heard nearly 50 gun shots over the course of a minute. [65],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-13,Morales Fredi,20,Wheeling,Illinois,An on-duty Wheeling police officer’s vehicle struck and killed a 20-year-old pedestrian Sunday morning in the northwest suburbs of Illinois. [66],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-13,Hinkle Ricky,47,Birmingham,Alabama,Hinkle fell to the floor and was unresponsive after a deputy used the Taser on him according to the statement issued by the Jefferson County Sheriff's office. Hinkle was transported to a local hospital where he was pronounced dead according to the agency. He was in jail for parole violations. [67],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-14,Adams Caesar,36,New Orleans,Louisiana,NOPD Officer Jonathan Smith said two passengers got out of the vehicle and shot him three times. Smith managed to return fire killing Caesar Adams and wounding the other according to the NOPD. [62],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-14,Perez Richard,24,Richmond,California,Perez was shot near a liquor store by a police officer after trying to get a hold of his gun during a fight which lasted at least 45 seconds. Perez and several other people were told to leave the liquor store after they were accused of loitering there. [63],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-15,Allen Joel,34,Dallas,Texas,Dallas Police Officer Michael DeWilde said Allen jumped into a car and drove into DeWilde carrying him more than 50 yards across the parking lot. DeWilde then fired at least three times through the windshield. DeWilde then fell off the vehicle as Allen drove away. [58],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-15,Bonty Michael,23,Wasilla,Alaska,Wasilla Police Department police officer Andrew Kappler shot and killed a man early Monday following a 911 call reporting a domestic dispute that ended with an abrupt hang-up. Bonty's mother told reporters her son was attempting suicide. [59] [60],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-15,Mitchell Chris,37,Cincinnati,Ohio,"Two Cincinnati police officers shot and killed a man; but before they pointed their guns at him he turned one on himself. ""When he came out onto the porch he had the gun to his head. That's when they fired."" [61]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-16,William Buchanan Stingley Jr,40,Pelahatchie,Mississippi,Neighbors were shooting at each other when a Rankin County deputy arrived shot and killed Stingley. Sheriff Bryan Bailey who was not present at the shooting said the deputy “did the right thing.” [54],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
2014-09-16,Porraz Matthew,21,Fresno,California,Porraz shot by two plainclothes officers who confronted him when he tried to escape out a back window of an apartment according to Fresno Deputy Chief Keith Foster. [55],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_September_2014
